LOB,CoverageName,CoverageCode
CP7Line,Food Contamination (Business Interruption and Extra Expense) Additional Advertising Coverage,CP7FoodContaminationBusinessInterruptionAndExtraE2
CP7Line,Expanded Limits On Loss Payment,CP7ExpandedLmtsOnLossPayment
CP7Line,Non-Owned Detached Trailers,CP7NonOwnedDetachedTrailers_Ext
CP7Line,Personal Property Inflation Guard,CP7PersonalPropertyInflationGuard
CP7Line,Distilled Spirits And Wines Market Value,CP7DistilledSpiritsAndWinesMarketValue
CP7Line,Windstorm Or Hail Exclusion,CP7WindstormOrHailExclSpclClassBusnIncome
CP7Line,Advantage - Cameras and Related Equipment Endorsement,CP7AdvCameraEquipEndor_Ext
CP7Line,Statement Of Values,CP7StatementOfValues
CP7Line,Mine Subsidence Additional Living Expense Structure,CP7MineSubsidenceAdditionalLivingExpenseStructure
CP7Line,"Discharge from Sewers, Drains or Sumps",CP7DischargeSewersDrainsSumps_Ext
CP7Line,Business Income From Dependent Properties - Limited Form,CP7BusinessIncomeFromDependentPropertiesLmtdFormSp
CP7Line,Business Income Changes - Beginning Of The Period Of Restoration,CP7BusinessIncomeChangesBeginningOfThePeriodOfRest
CP7Line,Utility Services - Time Element,CP7UtilityServicesTimeElementSpclClassBusnIncome
CP7Line,Additional Covered Property,CP7AdditionalCovrdPropertySpecialClass
CP7Line,Preservation of Property,CP7PreservationofProperty_Ext
CP7Line,Consequential Loss to Stock,CP7ConsequentialLosstoStock_Ext
CP7Line,Disclosure Pursuant To Terrorism Risk Insurance Act,CP7ZzDisclosurePursuantToTerrRiskInsAct2002
CP7Line,Unscheduled Building Property Tenant's Policy,CP7UnscheduledBuildingPropertyTenantsPolicy
CP7Line,Business Income And/Or Extra Expense Coverage For Year 2000 Computer-Related And Other Electronic Problems,CP7BusinessIncomeAndOrExtraExpnCovForY2KCompReltdA
CP7Line,Legal Liability Coverage Form,CP7LegalLiabCovForm
CP7Line,Molten Material,CP7MoltenMaterialPrsnlProp
CP7Line,Burglary And Robbery Protective Safeguards,CP7BurglaryAndRobberyProtectiveSafeguards
CP7Line,Builders' Risk Premium Adjustment Form,CP7BuildersRiskPremiumAdjustmentForm
CP7Line,Electronic Commerce (E-Commerce) Loss Of Business Income Coverage,CP7ElectrCommerceLossOfBusinessIncomeCov
CP7Line,Newly Acquired Or Constructed Property,CP7NewlyAcquiredOrConstructedProperty_Ext
CP7Line,"Foundations and Underground Pipes, Flues, or Drains",CP7FoundationsandUndergroundPipesFluesDrains_Ext
CP7Line,"Theft of Patterns, Dies, Molds and Forms",CP7TheftofPatternsDiesMolds_Ext
CP7Line,Additional Covered Property,CP7AdditionalCovrdProperty
CP7Line,Extra Expense From Dependent Properties Limited International Coverage,CP7ExtraExpenseFromDependentPropertiesLmtdInternat
CP7Line,Business Income From Dependent Properties Limited International Coverage,CP7BusnIncomeFromDependentPropertiesLmtdInternatio
CP7Line,Pier And Wharf Additional Covered Causes Of Loss,CP7PierAndWharfAdditionalCovrdCausesOfLoss
CP7Line,Flood Coverage Endorsement,CP7FloodCovEndorsementSpclClassBusnIncome
CP7Line,Spoilage Coverage,CP7Spoilage
CP7Line,Theft Exclusion,CP7TheftExclSpclClassBusnIncome
CP7Line,Joint Or Disputed Loss Agreement,CP7JointOrDisputedLossAgreementSpecialClassBusines
CP7Line,"Advantage Foundations, Underground Pipes, Flues and Drains",CP7ExclAdvPipesFluesDrains_Ext
CP7Line,Electronic Commerce (E-Commerce),CP7ElectrCommerce
CP7Line,Earthquake And Volcanic Eruption Coverage With Percentage Deductible,CP7EarthquakeAndVolcanicEruptionEndorsementSpclCla
CP7Line,Brewery Property Enhancement,CP7BreweryPropertyEnhancementCoverage_Ext
CP7Line,Joint Or Disputed Loss Agreement,CP7JointOrDisputedLossAgreement
CP7Line,"Fungus, Wet Rot, Dry Rot and Bacteria",CP7FunWetDryRotBacteriaExcl_Ext
CP7Line,Multiple Deductible Form (Fixed Dollar Deductibles),CP7MultipleDedFormFixedDollarDedsSpecialClass
CP7Line,Indiana Changes - Coal Mine Subsidence,CP7ChangesMineSubsidence
CP7Line,Radio Or Television Antennas,CP7RadioOrTelevisionAntennas
CP7Line,Waiver of Coinsurance,CP7WaiverofCoinsurance_Ext
CP7Line,Arizona - Amendment Of Terrorism Exclusion Or Sub-Limit (Commercial Residential Property),CP7AmendmentOfTerrExclOrSubLimitCommercialResident
CP7Line,Business Income Premium Adjustment,CP7BusinessIncomePremiumAdjustmentForm
CP7Line,Watercraft Exclusion,CP7WatercraftExclSpecialClass
CP7Line,Advantage Business Income and Extra Expense Endorsement,CP7AdvSpclClsBIExtraExp_Ext
CP7Line,Cannabis Exclusion,CP7CannabisExclBusinessIncome
CP7Line,Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage),CP7LmtdCovForUnmannedAircraftScheduledAndOrBlanket
CP7Line,Household Personal Property Coverage,CP7HouseholdPersonalProperty
CP7Line,Loss Payable Provisions,CP7LossPayableProvisionsSpecialClass
CP7Line,Radio Or Television Antennas,CP7RadioOrTelevisionAntennasSpecialClass
CP7Line,Mississippi Hurricane Percentage Deductible,CP7HurricanePercentageDedBuilding
CP7Line,Pier And Wharf Additional Covered Causes Of Loss,CP7PierAndWharfAdditionalCovrdCausesOfLossSpecialC
CP7Line,Expediting Expenses,CP7ExpeditingExpenses_Ext
CP7Line,Theft of Stamps - Tickets Held for Sale,CP7TheftofStampsTicketsHeldforSale_Ext
CP7Line, Advantage Restaurant Business Income From Dependent Properties Endorsement,CP7AdvantageRestBusinessIncomeFromDependentProp_Ext
CP7Line,Additional Location - Special Coinsurance Provisions General Information,CP7AdditionalLocationsSpecialCoinsuranceGeneralInf
CP7Line,"Theft of Furs, Fur Garments and Garments Trimmed in Fur",CP7TheftofFursFurGarments_Ext
CP7Line,Peak Season Limit Of Insurance,CP7PeakSeasonLimitOfIns
CP7Line,North Carolina Changes - Additional Covered Property,CP7NCChangesAdditionalCovrdPropertySpecialClass
CP7Line,Windstorm Or Hail Percentage Deductible,CP7WindstormOrHailPercentageDedSpecialClass
CP7Line,Leasehold Interest - Improvements and Betterments,CP7LeaseholdInterImproveandBetterments_Ext
CP7Line,Pollutant Clean Up And Removal Additional Aggregate Limit Of Insurance,CP7PollutantCleanUpAndRemovalAdditionalAggLimitOfI
CP7Line,Business Income Agreed Value,CP7BusinessIncomeAgreedVal
CP7Line,Special Class Agreed Value,CP7SpecialClassAgreedVal
CP7Line,Loss Data Preparation Cost,CP7LossDataPreparationCost_Ext
CP7Line,Massachusetts Changes - Condominiums,CP7ChangesCondominiumsOccupClass
CP7Line,Computer and Telecommunications Equipment,CP7CompuptersSoftwareTelSystems_Ext
CP7Line,South Carolina Changes - Valuation,CP7ChangesValuationStructure
CP7Line,Outdoor Property: Outdoor fences and radio or television antennas (including satellite dishes),CP7OutdoorFenceRadioTelAntenna_Ext
CP7Line,Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage),CP7LmtdCovForUnmannedAircraftScheduledAndOrBlanke1
CP7Line,Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage),CP7LmtdCovForUnmannedAircraftScheduledAndOrBlanke3
CP7Line,Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage),CP7LmtdCovForUnmannedAircraftScheduledAndOrBlanke2
CP7Line,Limited Coverage For Unmanned Aircraft (Scheduled And/Or Blanket Coverage),CP7LmtdCovForUnmannedAircraftScheduledAndOrBlanke4
CP7Line,Special Class Business Income,CP7SpecialClassBusnIncome
CP7Line,Broken Or Cracked Glass Exclusion Form,CP7BrokenOrCrackedGlassExcl
CP7Line,Brands and Labels,CP7BrandsLabels_Ext
CP7Line,Business Income From Dependent Properties - Limited Form,CP7BusinessIncomeFromDependentPropertiesLmtdForm
CP7Line,Seasonal Leases - Monthly Limits On Loss Payment,CP7SeasonalLeasesMonthlyLmtsOnLossPayment
CP7Line,Location Newly Acquired Location Time Element,CP7LocationNewlyAcquiredLocationTimeElement
CP7Line,Post TRIA,CP7PostTRIA
CP7Line,"Discharge From Sewer, Drain Or Sump (Not Flood-Related)",CP7DischargeFromSewerDrainOrSumpNotFloodReltdBusnI
CP7Line,Exclusion - Cosmetic Damage to Roof Coverings,CP7ExclRoofCosmeticDamage_Ext
CP7Line,Property Off - Premises and In Transit (including Client or Virtual Office Premises),CP7PropOffPremInTransit_Ext
CP7Line,"Power, Heat And Refrigeration Deduction",CP7PowerHeatAndRefrigerationDeductionSpclClassBusn
CP7Line,Location Remediation For Release Of Heating Oil Pollutant Clean Up Credit,CP7LocationRemediationForReleaseOfHeatingOilPollut
CP7Line,Business Income Changes - Beginning Of The Period Of Restoration,CP7BusinessIncomeChangesBeginningOfThePeriodOfRes1
CP7Line,Forgery or Alteration,CP7ForgeryAlteration_Ext
CP7Line,"Discharge From Sewer, Drain Or Sump (Not Flood-Related)",CP7DischargeFromSewerDrainOrSumpNotFloodReltdSpclC
CP7Line,Personal Effects of Others,CP7PersonalEffectsPropOthers_Ext
CP7Line,Outdoor Property,CP7OutdoorProperty_Ext
CP7Line,"Discharge From Sewer, Drain Or Sump (Not Flood-Related)",CP7DischargeFromSewerDrainOrSumpNotFloodReltdSpcl1
CP7Line,Cyber Incident Exclusion,CP7CyberIncidentExcl
CP7Line,Extra Expense Coverage For Year 2000 Computer-Related And Other Electronic Problems - Virginia,CP7ExtraExpnCovForY2KCompReltdAndOtherElectrProbBu
CP7Line,Pollutant Clean Up and Removal,CP7PollutantCleanUpandRemoval_Ext
CP7Line,Equipment Breakdown Deductible And Limits Exceptions Coverage,CP7EqpmntBrkdwnDedctblAndLimtExcptnCvg_Ext
CP7Line,Radioactive Contamination,CP7RadioactiveContaminationPrsnlProp
CP7Line,Builders Risk Reporting Form,CP7BuildersRiskReportingForm
CP7Line,Molten Material,CP7MoltenMaterial
CP7Line,Advantage Business Income and Extra Expense Endorsement,CP7AdvBldgBIExtraExp_Ext
CP7Line,Business Income From Dependent Properties - Broad Form,CP7BusinessIncomeFromDependentPropertiesBroadFormS
CP7Line,Deductibles By Location,CP7DedsByLocationBldg
CP7Line,Radioactive Contamination,CP7RadioactiveContaminationSpclClassBusnIncome
CP7Line,Increased Cost Of Loss And Related Expenses For Green Upgrades,CP7IncreasedCostOfLossAndReltdExpensesForGreenUpg1
CP7Line,Flood Coverage General Information,CP7FloodCovEndtLocation
CP7Line,Wyoming Exclusion Of Cosmetic Damage To Roof Surfacing,CP7ExclOfCosmeticDamageToRoofSurfacing
CP7Line,Increased Cost Of Loss And Related Expenses For Green Upgrades,CP7IncreasedCostOfLossAndReltdExpensesForGreenUpg4
CP7Line,Increased Cost Of Loss And Related Expenses For Green Upgrades,CP7IncreasedCostOfLossAndReltdExpensesForGreenUpg2
CP7Line,Utility Services - Direct Damage,CP7UtilityServicesDirectDamageSpecialClass
CP7Line,Earthquake And Volcanic Eruption Coverage With Percentage Deductible,CP7EarthquakeAndVolcanicEruptionEndorsement
CP7Line,Increased Cost Of Loss And Related Expenses For Green Upgrades,CP7IncreasedCostOfLossAndReltdExpensesForGreenUpg3
CP7Line,Vandalism Exclusion,CP7VandalismExclBusnIncome
CP7Line,Value Reporting Form General Information,CP7ValueReportingFormGeneralInformation
CP7Line,Mobile Food Vendors Enhancement,CP7MobileFoodVendor_Ext
CP7Line,Utility Services - Direct Damage,CP7UtilityServicesDirectDamageBldg
CP7Line,Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible),CP7EarthquakeAndVolcanicEruptionCovSubLimitFormWi4
CP7Line,Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible),CP7EarthquakeAndVolcanicEruptionCovSubLimitFormWi1
CP7Line,Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible),CP7EarthquakeAndVolcanicEruptionCovSubLimitFormWi2
CP7Line,Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible),CP7EarthquakeAndVolcanicEruptionCovSubLimitFormWi3
CP7Line,Notification To Policyholders - Claims,CP7NotificationToPolicyholdersClaims
CP7Line,Special Class Inflation Guard,CP7SpecialClassInflationGuard
CP7Line,Cannabis Exclusion,CP7CannabisExclSpecialClassBusinessIncome
CP7Line,Builders Risk - Separate Or Sub-Contractor's Exclusion,CP7BuildersRiskSeparateOrSubContractorsExcl
CP7Line,Blanket Insurance,CP7BlanketRating
CP7Line,Radio Or Television Antennas - Business Income Or Extra Expense,CP7RadioOrTelevisionAntennasBusinessIncomeOrExtraE
CP7Line,Pier And Wharf Additional Covered Causes Of Loss,CP7PierAndWharfAdditionalCovrdCausesOfLossSpclClas
CP7Line,Vermont - Cannabis Exclusion,CP7CannabisExclusion_Ext
CP7Line,Mine Subsidence Additional Living Expense,CP7MineSubsidenceAdditionalLivingExpense
CP7Line,Conditional Exclusion Of Terrorism (Relating To Disposition Of Federal Terrorism Risk Insurance Act),CP7CondExclOfTerrEndorsementIL0995
CP7Line,Equipment Breakdown Cause Of Loss Ammonia Contamination Coverage,CP7EquipBreakdownCauseOfLossBldgAmmoniaContaminati
CP7Line,Radio Or Television Antennas - Business Income Or Extra Expense,CP7RadioOrTelevisionAntennasBusinessIncomeOrExtra1
CP7Line,Outdoor Signs,CP7OutsideSignsSpecialClass
CP7Line,Builders Risk - Collapse During Construction,CP7BuildersRiskCollapseDuringConstruction
CP7Line,Increased Building Limit Endorsement,CP7IncreasedBldgLimit_Ext
CP7Line,Vacancy Changes,CP7VacancyChanges
CP7Line,Higher Limits,CP7HigherLmts
CP7Line,Effective Time Changes - Replacement Of 12 Noon,CP7EffectiveTimeChangesReplacementOf12Noon
CP7Line,Legal Liability Coverage Form,CP7LegalLiabCovFormOccupClass
CP7Line,Business Income Premium Adjustment,CP7BusinessIncomePremiumAdjustmentFormSpclClassBus
CP7Line,Additional Locations - Special Coinsurance Provisions,CP7AdditionalLocationsSpecialCoinsuranceProvisions
CP7Line,Radioactive Contamination,CP7RadioactiveContaminationSpecialClass
CP7Line,Extra Expense From Dependent Properties,CP7ExtraExpenseFromDependentPropertiesSpclClassBus
CP7Line,Business Income And Extra Expense Coverage For Year 2000 Computer-Related And Other Electronic Problems - Virginia,CP7BusIncSpcClsAndExtraExpnCovForY2KCompReltdAndOt
CP7Line,Vacancy Changes,CP7VacancyChangesPrsnlProp
CP7Line,Fire Department Service Charge,CP7FireDeptServiceCharge_Ext
CP7Line,Policy Changes,CP7PolicyChanges
CP7Line,Increased Cost Of Loss And Related Expenses For Green Upgrades,CP7IncreasedCostOfLossAndReltdExpensesForGreenUpgr
CP7Line,Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible,CP7EarthquakeAndVolcanicEruptionCovWithFlatDollar1
CP7Line,Theft Damage to Leased Buildings,CP7TheftDamagetoLeasedBuildings_Ext
CP7Line,Personal Property Special COL Patterns Dies Molds And Forms,CP7PersonalPropertySpecialCOLPatternsDiesMoldsAndF
CP7Line,Newly Acquired Or Constructed Property - Increased Limit,CP7NewlyAcquiredOrConstructedPropertyIncreasedLimi
CP7Line,Earthquake And Volcanic Eruption Coverage (Sub-Limit Form With Flat-Dollar Deductible),CP7EarthquakeAndVolcanicEruptionCovSubLimitFormWit
CP7Line,Debris Removal Additional Insurance,CP7DebrisRemovalAdditionalInsurance
CP7Line,Conditional Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis (Relating To Disposition Of Federal TRIA),CP7CondLmtnOfCovForTerrsmSubLimitOnAnnualAggBasisI
CP7Line,Disclosure Pursuant To Terrorism Risk Insurance Act,CP7ZzDisclosurePursuantToTerrRiskInsAct2002_Ext
CP7Line,Business Income Interruption Of Computer Operations,CP7BusinessIncomeInterruptionOfCompOps
CP7Line,West Virginia - Cancellation And Nonrenewal,CP7WestVAChangesCancellationAndNonrenewal
CP7Line,Windstorm Loss Mitigation Credit,CP7WindstormLossMitigationCov
CP7Line,Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible,CP7EarthquakeAndVolcanicEruptionCovWithFlatDollarD
CP7Line,Molten Material,CP7MoltenMaterialBusnIncome
CP7Line,Personal Property Special COL Stamps Tickets And Letters Of Credit,CP7PersonalPropertySpecialCOLStampsTicketsAndLette
CP7Line,Earthquake And Volcanic Eruption Coverage With Percentage Deductible,CP7EarthquakeAndVolcanicEruptionEndorsementSpecial
CP7Line,Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible,CP7EarthquakeAndVolcanicEruptionCovWithFlatDollar4
CP7Line,Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible,CP7EarthquakeAndVolcanicEruptionCovWithFlatDollar2
CP7Line,Earthquake And Volcanic Eruption Coverage With Flat-Dollar Deductible,CP7EarthquakeAndVolcanicEruptionCovWithFlatDollar3
CP7Line,Lenders Loss Payable Endorsement,CP7LendersLossPayableEndorsementBuilding
CP7Line,Idaho - Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis,CP7IDLimitationCovForTerrSubLimitOnAnnualAggregiat
CP7Line,Structure Inflation Guard,CP7StructureInflationGuard
CP7Line,Personal Property,CP7PersonalPropertyPrsnlProp
CP7Line,Ordinance or Law,CP7OrdinanceorLaw_Ext
CP7Line,Flood Coverage Endorsement,CP7FloodCovEndorsementSpecialClass
CP7Line,Earthquake And Volcanic Eruption Coverage With Percentage Deductible,CP7EarthquakeAndVolcanicEruptionEndorsementBusnInc
CP7Line,Brands And Labels,CP7BrandsAndLabels
CP7Line,Reward Payment,CP7RewardPayment_Ext
CP7Line,Discretionary Payroll Expense,CP7DiscretionaryPayrollExpenseSpclClassBusnIncome
CP7Line,Debris Removal Additional Insurance,CP7DebrisRemovalAdditionalInsuranceSpecialClass
CP7Line,Theft Exclusion,CP7TheftExclBusnIncome
CP7Line,Seasonal Leases - Monthly Limits On Loss Payment,CP7SeasonalLeasesMonthlyLmtsOnLossPaymentSpclClass
CP7Line,Location Fire Department Charge,CP7LocationFireDepartmentCharge
CP7Line,Exclusion Of Loss Due To By-Products Of Production Or Processing Operations (Rental Properties),CP7ExclOfLossDueToByProdsOfProductionORProcessingO
CP7Line,Expanded Limits On Loss Payment,CP7ExpandedLmtsOnLossPaymentSpclClassBusnIncome
CP7Line,North Carolina Windstorm Or Hail Exterior Paint And Waterproofing Exclusion,CP7WindstormOrHailExteriorPaintAndWaterproofingExc
CP7Line,"Discharge From Sewer, Drain Or Sump (Not Flood-Related)",CP7DischargeFromSewerDrainOrSumpNotFloodReltd
CP7Line,Agricultural Products Storage,CP7AgriculturalProdsStorage
CP7Line,Higher Limits,CP7HigherLmtsPersonalProperty
CP7Line,Loss Payable Provisions,CP7LossPayableProvisions
CP7Line,Business Income And Extra Expense Coverage For Year 2000 Computer-Related And Other Electronic Problems - Virginia,CP7BusinessIncomeSpcClsAndExtraExpnCovForY2KCompRe
CP7Line,Resident Agent Countersignature Endorsement,CP7ResidentAgentCountersignatureEndorsement
CP7Line,Mining Properties - Business Income,CP7MiningPropertiesSpclClassBusnIncome
CP7Line,Business Income Watercraft Exclusion Buyback,CP7BusinessIncomeWatercraftExclBuyback
CP7Line,Mortgagee Clause,CP7MortgageeClausePersonalProperty
CP7Line,Ordinance Or Law Coverage - Virginia (Broad Form),CP7OrdinanceOrLawCovStateBroadForm
CP7Line,Condominium Commercial Unit Owners Optional Coverage Loss Assessment Coverage,CP7CondominiumCommercialUnitOwnersOptionalCovLossA
CP7Line,Multiple Deductible Form (Fixed Dollar Deductibles),CP7MultipleDedFormFixedDollarDeds
CP7Line,Grain Properties - Explosion Limitation,CP7GrainPropertiesExplosionLimitation
CP7Line,Exclusion Of Certified Acts Of Terrorism,CP7ExclCertfdActsTerrsmCovFireLosses
CP7Line,Special Class Business Income Agreed Value,CP7SpecialClassBusnIncomeAgreedVal
CP7Line,Windstorm Or Hail Percentage Deductible,CP7WindstormOrHailPercentageDedForm
CP7Line,Vermont - Cannabis Exclusion With Hemp Exception,CP7CannabisWithHempException_Ext
CP7Line,Advantage Health Care Services Property Endorsement,CP7AdvantageHealthCareServiceProty_Ext
CP7Line,Limitation Of Coverage For Terrorism - Sub-Limit On Annual Aggregate Basis,CP7LmtnOfCovForTerrsmSubLimitOnAnnualAggBasisEndtI
CP7Line,Fraudulent Impersonation,CP7FraudulentImpersonation_Ext
CP7Line,Cannabis Exclusion With Hemp Exception,CP7CannabisExclWithHempExceptionBusinessIncome
CP7Line,Crisis Event Communication Expense Reimbursement,CP7CrisisEventCommExpReimbursement_Ext
CP7Line,Retail and Grocers Business Income Enhancement Endorsement,CP7RetailandGrocersBIEnhanEndorsement_Ext
CP7Line,"Credit Card Slip Theft, Disappearance or Destruction",CP7CreditCardSlipTheftDisappearanceDestruction_Ext
CP7Line,Civil Authority Increased Coverage Period Special Class Business Income Radius Coverage,CP7CivilAuthorityIncreasedCovPeriodSpclClassBusnI1
CP7Line,Increase In Rebuilding Expenses Following Disaster (Additional Expense Coverage On Annual Aggregate Basis),CP7IncreaseInRebuildingExpensesFollowingDisaster
CP7Line,Alcoholic Beverages Tax Exclusion,CP7AlcoholicBeveragesTaxExcl
CP7Line,Rhode Island Changes - Joint Or Disputed Loss Agreement,CP7RIChangesJointOrDisputedLossAgreement
CP7Line,Structure Mine Subsidence Coverage,CP7StructureMineSubsidence
CP7Line,Ordinance Or Law - Increased Period Of Restoration,CP7OrdinanceOrLawIncreasedPeriodOfRestorationSpclC
CP7Line,Vacancy Changes,CP7VacancyChangesPolicy
CP7Line,Disclosure Of Premium And Estimated Premium For Certified Acts Of Terrorism Coverage (Pursuant To Terrorism Risk Insurance Act),CP7ZzDisclosureOfPremiumEstimatedPremiumCertifiedA
CP7Line,Tenant's Exterior Building Glass,CP7TenantExteriorBuildingGlass_Ext
CP7Line,Property Not Covered,CP7PropNotCovered_Ext
CP7Line,Effective Time Changes,CP7EffectiveTimeChanges
CP7Line,Electrical Apparatus,CP7ElectricalApparatus
CP7Line,Mississippi Hurricane Percentage Deductible,CP7HurricanePercentageDedSpecialClass
CP7Line,Vandalism Exclusion,CP7VandalismExclPrsnlProp
CP7Line,Value Reporting Form,CP7ValueReportingForm
CP7Line,Theft Exclusion,CP7TheftExclSpecialClass
CP7Line,Condominium Commercial Unit-Owners Optional Coverages,CP7CondominiumCommercialUnitOwnersOptionalCovs
CP7Line,Limitation Of Coverage For Certified Acts Of Terrorism (Sub-Limit On Annual Aggregate Basis),CP7LimitationOfCovForCertifiedActsOfTerrSubLimitOn
CP7Line,Business Income,CP7BusinessIncomeCvrg
CP7Line,Cyber Incident Exclusion,CP7CyberIncidentExcl_Ext
CP7Line,Exclusion Of Loss Due To By-Products Of Production Or Processing Operations (Rental Properties),CP7ExclOfLossDueToByProdsOfProductionORProcessing1
CP7Line,Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy),CP7OrdinanceOrLawCovForTenantsInterestInImprovemen
CP7Line,Commercial Property Coverage Part Policy Changes,CP7CovPartPolicyChanges
CP7Line,Equipment Breakdown Cause Of Loss,CP7EquipBreakdownCauseOfLossBldg
CP7Line,Spoilage,CP7Spoilage_Ext
CP7Line,Peak Season Limit Of Insurance General Blanket Rating Information,CP7PeakSeasonGeneralInformation
CP7Line,South Carolina Changes - Valuation,CP7ChangesValuationSpecialClass
CP7Line,Privacy Breach,CP7PrivacyBreach_Ext
CP7Line,Civil Authority Change,CP7CivilAuthorityIncreasedCovPeriodSpclClassBusnIn
CP7Line,Special Class Business Income Interruption Of Computer Operations,CP7SpecialClassBusnIncomeInterruptionOfCompOps
CP7Line,Higher Limits,CP7HigherLmtsOccupClass
CP7Line,Condominium Commercial Unit Owners Optional Coverage Miscellaneous Real Property Coverage,CP7CondominiumCommercialUnitOwnersOptionalCovMiscR
CP7Line,Business Income - Landlord As Additional Insured (Rental Value),CP7BusinessIncomeLandlordAsAdditionalInsuredRenta1
CP7Line,Flood Coverage Endorsement,CP7FloodCovEndorsementPrsnlProp
CP7Line,Short Rate Penalty,CP7ShortRatePenalty_Ext
CP7Line,Tenant Building and BPP Coverage - Required by Lease,CP7TenantBuilBusPerPropCov_Ext
CP7Line,Accounts Receivable,CP7AccountsReceivable_Ext
CP7Line,Debris Removal Additional Insurance,CP7DebrisRemovalAdditionalInsurancePrsnlProp
CP7Line,Actual Loss Sustained,CP7AdvBldgBIIAndExtraExpenseALS_Ext
CP7Line,Windstorm Or Hail Exclusion,CP7WindstormOrHailExclBusnIncome
CP7Line,Functional Building Valuation,CP7FunctionalBuildingValuation
CP7Line,Exclusion Of Terrorism,CP7ExclOfTerrEndorsementIL0030
CP7Line,Business Income Changes - Educational Institutions,CP7BusinessIncomeChangesEducationalInstitutionsSpc
CP7Line,Structure Building,CP7StructureBldg
CP7Line,Theft Exclusion,CP7TheftExcl
CP7Line,Business Income From Dependent Properties - Broad Form,CP7BusinessIncomeFromDependentPropertiesBroadForm
CP7Line,Additional Insured - Building Owner,CP7AdditionalInsuredBuildingOwner
CP7Line,Cannabis Exclusion,CP7CannabisExclSpecialClass
CP7Line,Disclosure Of Premium Through End Of Year For Certified Acts Of Terrorism Coverage (Pursuant To Terrorism Risk Insurance Act),CP7ZzDisclosureOfPremiumThrough123105CertifiedActs
CP7Line,Employee Theft,CP7EmployeeTheft_Ext
CP7Line,NY Fire Fee,CP7NYFireFee_Ext
CP7Line,Additional Property Not Covered,CP7AdditionalPropertyNotCovrdSpecialClass
CP7Line,"Power, Heat And Refrigeration Deduction",CP7PowerHeatAndRefrigerationDeduction
CP7Line,Valuable Papers and Records (Other than Electronic Data),CP7ValuablePaperandRecords_Ext
CP7Line,Ordinance Or Law Coverage For Tenant's Interest In Improvements And Betterments (Tenant's Policy) - Virginia (Broad Form),CP7OrdinanceOrLawCovForTenantsInterestInImproveme1
CP7Line,Equipment Breakdown Deductible And Limits Exceptions Coverage,CP7EqupmntBrkdwnDedAndLimExcptnCov_Ext
CP7Line,Special Class Business Income Watercraft Exclusion Buyback,CP7SpecialClassBusnIncomeWatercraftExclBuyback
CP7Line,Windstorm Or Hail Exclusion - Direct Damage,CP7WindstormOrHailExclDirectDamageSpecialClass
CP7Line,EquipmenBreakdown Deductible And Limits Exceptions Coverage,CP7EqpmntBrkdwnDedctbleAndLimtsExcptnCvg_Ext
CP7Line,Mining Properties - Business Income,CP7MiningPropertiesBusinessIncome
CP7Line,Windstorm Or Hail Exclusion,CP7WindstormOrHailExcl
CP7Line,Business Income - Landlord As Additional Insured (Rental Value),CP7BusinessIncomeLandlordAsAdditionalInsuredRental
CP7Line,Windstorm Or Hail Exclusion,CP7WindstormOrHailExclPrsnlProp
CP7Line,Theft Of Building Materials And Supplies (Other Than Builders Risk),CP7TheftOfBuildingMaterialsAndSuppliesOthThanBuild
CP7Line,Contributing Insurance,CP7ContributingInsuranceSpecialClass
CP7Line,Advantage Hotel and Motel Property Endorsement,CP7AdvantageHotelandMotelPropertyEndorsement_Ext
CP7Line,Surcharge Coverage,CP7ZzSurcharge
CP7Line,Specified Business Personal Property Temporarily Away From Premises,CP7SpecifiedBusnPrsnlPropTempAwayFromPremises
CP7Line,Business Income Without Extra Expense Coverage For Year 2000 Computer-Related And Other Electronic Problems - Virginia,CP7BusIncSpcClsWOExtraExpnCovForY2KCompReltdAndOth
CP7Line,Broadened Premises Boundary,CP7BroadenedPremisesBoundary_Ext
CP7Line,Market Value - Stock,CP7MarketValueStock
CP7Line,Higher Limits,CP7HigherLmtsLocation
CP7Line,Joint Or Disputed Loss Agreement,CP7JointOrDisputedLossAgreementSpecialClass
CP7Line,Money Orders and Counterfeit Money,CP7MoneyOrdersCounterfeit_Ext
CP7Line,Theft Exclusion,CP7TheftExclPrsnlProp
